Name,Lat,Lng,Type
Aioun el Atrouss Airport,16.711299896240234,-9.637880325317383,airport
Tidjikja Airport,18.570100784301758,-11.423500061035156,airport
Kiffa Airport,16.59000015258789,-11.406200408935547,airport
Néma Airport,16.621999740600586,-7.3165998458862305,airport
Kaédi Airport,16.159500122070312,-13.507599830627441,airport
Nouakchott International Airport,18.09819984436035,-15.94849967956543,airport
Sélibaby Airport,15.179699897766113,-12.207300186157227,airport
Atar International Airport,20.506799697875977,-13.04319953918457,airport
Nouadhibou International Airport,20.9330997467041,-17.030000686645508,airport
Bir Moghrein Airport,25.2367000579834,-11.588700294494629,airport
Fria Airport,10.350600242615,-13.569199562073,airport
Faranah Airport,10.0354995728,-10.7698001862,airport
Tata Airport,11.326100349426,-12.286800384521,airport
Amílcar Cabral International Airport,16.74139976501465,-22.949399948120117,airport
Rabil Airport,16.136499404907227,-22.888900756835938,airport
Maio Airport,15.155900001525879,-23.213699340820312,airport
Preguiça Airport,16.58839988708496,-24.284700393676758,airport
São Pedro Airport,16.833200454711914,-25.055299758911133,airport
Addis Ababa Bole International Airport,8.97789001465,38.799301147499996,airport
Lideta Army Airport,9.003685,38.725498,airport
Arba Minch Airport,6.0393900871276855,37.59049987792969,airport
Axum Airport,14.14680004119873,38.77280044555664,airport
Bahir Dar Airport,11.608099937438965,37.32160186767578,airport
Aba Tenna Dejazmach Yilma International Airport,9.624699592590332,41.85419845581055,airport
Gambella Airport,8.12876033782959,34.5630989074707,airport
Gonder Airport,12.51990032196045,37.433998107910156,airport
Jimma Airport,7.66609001159668,36.81660079956055,airport
Lalibella Airport,11.975000381469727,38.97999954223633,airport
Mekele Airport,13.467399597167969,39.53350067138672,airport
Asosa Airport,10.018500328063965,34.586299896240234,airport
Bujumbura International Airport,-3.3240199089050293,29.318500518798828,airport
Egal International Airport,9.518170356750488,44.08879852294922,airport
Berbera Airport,10.389200210571289,44.94110107421875,airport
Kisimayu Airport,-0.3773530125617981,42.45920181274414,airport
El Nouzha Airport,31.183900833129883,29.94890022277832,airport
Abu Simbel Airport,22.375999450699997,31.611700058,airport
Cairo International Airport,30.12190055847168,31.40559959411621,airport
Cairo West Airport,30.116399765,30.915399551399997,airport
Hurghada International Airport,27.178300857543945,33.799400329589844,airport
El Gora Airport,31.068559,34.129629,airport
Luxor International Airport,25.670999527,32.706600189199996,airport
Mersa Matruh Airport,31.3253993988,27.221700668300002,airport
Port Said Airport,31.279399871826172,32.2400016784668,airport
St Catherine International Airport,28.685300827,34.0625,airport
Aswan International Airport,23.9643993378,32.8199996948,airport
El Tor Airport,28.208999633789062,33.64550018310547,airport
Eldoret International Airport,0.4044579863548279,35.23889923095703,airport
Kakamega Airport,0.271342009306,34.7873001099,airport
Kisumu Airport,-0.0861390009522438,34.72890090942383,airport
Kitale Airport,0.9719889760017395,34.95859909057617,airport
Lodwar Airport,3.1219699382781982,35.608699798583984,airport
Manda Airstrip,-2.252419948577881,40.91310119628906,airport
Mombasa Moi International Airport,-4.034830093383789,39.594200134277344,airport
Naivasha Airport,-0.7879530191421509,36.43349838256836,airport
Nairobi Wilson Airport,-1.321720004081726,36.81480026245117,airport
Moi Air Base,-1.2772699594499999,36.8623008728,airport
Wajir Airport,1.733240008354187,40.09159851074219,airport
Bu Attifel Airport,28.795400619506836,22.080900192260742,airport
Warehouse 59e Airport,28.638500213623047,21.437999725341797,airport
Ghat Airport,25.1455993652,10.142600059500001,airport
Kufra Airport,24.178699493408203,23.31399917602539,airport
Benina International Airport,32.096801757799994,20.2695007324,airport
Sabha Airport,26.98699951171875,14.47249984741211,airport
Tripoli International Airport,32.6635017395,13.1590003967,airport
Marsa Brega Airport,30.37809944152832,19.576400756835938,airport
Ras Lanuf Oil Airport,30.5,18.52720069885254,airport
Hon Airport,29.11009979248047,15.96560001373291,airport
Dahra Airport,29.47260093688965,17.934900283813477,airport
Ghadames East Airport,30.15169906616211,9.715310096740723,airport
Zella 74 Airport,28.58989906311035,17.293899536132812,airport
Gisenyi Airport,-1.6771999597549438,29.258899688720703,airport
Kigali International Airport,-1.9686299562499998,30.1394996643,airport
Kamembe Airport,-2.462239980697632,28.907899856567383,airport
Dongola Airport,19.153900146499996,30.430099487299998,airport
Damazin Airport,11.785900116,34.3367004395,airport
El Fasher Airport,13.614899635314941,25.324600219726562,airport
Kassala Airport,15.387499809265137,36.328800201416016,airport
Kadugli Airport,11.137999534600002,29.7010993958,airport
El Obeid Airport,13.153200149536133,30.23270034790039,airport
Juba International Airport,4.87201023102,31.6011009216,airport
Malakal Airport,9.55897045135498,31.65220069885254,airport
Khartoum International Airport,15.589500427246094,32.553199768066406,airport
Arusha Airport,-3.3677899837493896,36.63330078125,airport
Julius Nyerere International Airport,-6.87810993195,39.202598571799996,airport
Dodoma Airport,-6.170440196990967,35.752601623535156,airport
Iringa Airport,-7.668630123138428,35.75210189819336,airport
Kilimanjaro International Airport,-3.42940998077,37.0745010376,airport
Lake Manyara Airport,-3.376310110092163,35.81829833984375,airport
Mtwara Airport,-10.339099884033203,40.181800842285156,airport
Mwanza Airport,-2.4444899559020996,32.932701110839844,airport
Pemba Airport,-5.257259845733643,39.8114013671875,airport
Tanga Airport,-5.092360019683838,39.07120132446289,airport
Abeid Amani Karume International Airport,-6.222020149229999,39.224899292,airport
Entebbe International Airport,0.042385999113321304,32.44350051879883,airport
Soroti Airport,1.7276899814605713,33.622798919677734,airport
Tirana International Airport Mother Teresa,41.4146995544,19.7206001282,airport
Burgas Airport,42.56959915161133,27.515199661254883,airport
Gorna Oryahovitsa Airport,43.15140151977539,25.712900161743164,airport
Plovdiv International Airport,42.067799,24.8508,airport
Sofia Airport,42.696693420410156,23.411436080932617,airport
Stara Zagora Airport,42.3766667,25655,airport
Varna Airport,43.232101,27.8251,airport
Larnaca International Airport,34.875099182128906,33.624900817871094,airport
Paphos International Airport,34.71799850463867,32.48569869995117,airport
RAF Akrotiri,34.590401,32.9879,airport
Dubrovnik Airport,42.5614013671875,18.268199920654297,airport
Osijek-Čepin Airfield,45.5427778,18.6319444,airport
Osijek Airport,45.46269989013672,18.810199737548828,airport
Pula Airport,44.89350128173828,13.922200202941895,airport
Grobnicko Polje Airport,45.37950134277344,14.503800392150879,airport
Rijeka Airport,45.21689987182617,14.570300102233887,airport
Split Airport,43.53889846801758,16.29800033569336,airport
Varaždin Airport,46.294647216796875,16.382932662963867,airport
Zagreb Airport,45.7429008484,16.0687999725,airport
Zemunik Airport,44.108299255371094,15.346699714660645,airport
Udbina Air Base,44.55759811401367,15.774399757385254,airport
Albacete-Los Llanos Airport,38.9485015869,-1.8635200262099998,airport
Alicante International Airport,38.28219985961914,-0.5581560134887695,airport
Almería International Airport,36.84389877319336,-2.3701000213623047,airport
Asturias Airport,43.5635986328125,-6.0346198081970215,airport
Córdoba Airport,37.84199905395508,-4.848879814147949,airport
Bilbao Airport,43.30110168457031,-2.9106099605560303,airport
Barcelona International Airport,41.297100067139,2.0784599781036,airport
Badajoz Airport,38.891300201416016,-6.8213300704956055,airport
A Coruña Airport,43.302101135253906,-8.377260208129883,airport
Armilla Air Base,37.1332016,-3.63568997,airport
Girona Airport,41.901000977,2.7605500221,airport
Federico Garcia Lorca Airport,37.18870162963867,-3.777359962463379,airport
Getafe Air Base,40.29410171508789,-3.723829984664917,airport
Ibiza Airport,38.872898101800004,1.3731199502899998,airport
Jerez Airport,36.744598388671875,-6.060110092163086,airport
San Javier Airport,37.775001525878906,-0.8123890161514282,airport
Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,airport
Málaga Airport,36.67490005493164,-4.499110221862793,airport
Menorca Airport,39.86259841918945,4.218649864196777,airport
Moron Air Base,37.17490005493164,-5.615940093994141,airport
Ocaña Airport,39.9375,-3.5033299922943115,airport
Pamplona Airport,42.77000045776367,-1.6463299989700317,airport
Alcantarilla Air Base,37.951099,-1.23032,airport
Reus Air Base,41.14739990234375,1.1671700477600098,airport
Rota Naval Station Airport,36.645198822,-6.34946012497,airport
Salamanca Airport,40.95209884643555,-5.501989841461182,airport
Son Bonet Airport,39.598899841308594,2.70278000831604,airport
Palma De Mallorca,39.551675,2.738808,unknown
San Luis Airport,39.86220169067383,4.25832986831665,airport
San Sebastian Airport,43.35649871826172,-1.7906099557876587,airport
Santiago de Compostela Airport,42.89630126953125,-8.415140151977539,airport
Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,airport
Torrejón Airport,40.496700286865234,-3.4458699226379395,airport
Valencia Airport,39.48929977416992,-0.4816249907016754,airport
Valladolid Airport,41.7061004639,-4.85194015503,airport
Cuatro Vientos,40.370678,-3.785144,unknown
Vitoria/Foronda Airport,42.8828010559082,-2.7244699001312256,airport
Vigo Airport,42.2318000793457,-8.62677001953125,airport
Santander Airport,43.427101135253906,-3.82000994682312,airport
Zaragoza Air Base,41.66619873046875,-1.0415500402450562,airport
Sevilla Airport,37.417999267578125,-5.8931097984313965,airport
Calais-Dunkerque Airport,50.962100982666016,1.954759955406189,airport
Péronne-Saint-Quentin Airport,49.8685,3.02958,airport
Nangis-Les Loges Airport,48.59619903564453,3.0067899227142334,airport
Bagnoles-de-l'Orne-Couterne Airport,48.545799255371094,-0.38744398951530457,airport
Albert-Bray Airport,49.9715003967,2.69765996933,airport
Le Touquet-Côte d'Opale Airport,50.517398834228516,1.6205899715423584,airport
Valenciennes-Denain Airport,50.325801849365234,3.4612600803375244,airport
Amiens-Glisy Airport,49.87300109863281,2.3870699405670166,airport
Agen-La Garenne Airport,44.17470169067383,0.5905560255050659,airport
Cazaux (BA 120) Air Base,44.53329849243164,-1125,airport
Bordeaux-Mérignac Airport,44.828300476100004,-0.715556025505,airport
Bergerac-Roumanière Airport,44.82529830932617,0.5186110138893127,airport
Toulouse-Francazal (BA 101) Air Base,43.54560089111328,1.3674999475479126,airport
Cognac-Châteaubernard (BA 709) Air Base,45.65829849243164,-0.3174999952316284,airport
Poitiers-Biard Airport,46.58769989013672,0.30666598677635193,airport
Montluçon-Guéret Airport,46.222599029541016,2.363960027694702,airport
Limoges Airport,45.86280059814453,1.1794400215148926,airport
Mont-de-Marsan (BA 118) Air Base,43.911701,-0.5075,airport
Niort-Souché Airport,46.313477,-0.394529,airport
Toulouse-Blagnac Airport,43.629101,1.36382,airport
Pau Pyrénées Airport,43.380001068115234,-0.41861099004745483,airport
Muret-Lherm Airport,43.44889831542969,1.2633299827575684,airport
Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.006438999902456999,airport
Angoulême-Brie-Champniers Airport,45.72919845581055,0.22145600616931915,airport
Toul Rosières Air Base,48.780001,5.980003,airport
Périgueux-Bassillac Airport,45.19810104370117,0.815555989742279,airport
Biarritz-Anglet-Bayonne Airport,43.4683333,-1.5311111,airport
Cahors-Lalbenque Airport,44.35139846801758,1.4752800464630127,airport
Saint-Girons-Antichan Airport,43.0078010559082,1.1031500101089478,airport
Arcachon-La Teste-de-Buch Airport,44.596401,-1.11083,airport
Albi-Le Séquestre Airport,43.91389846801758,2.1130599975585938,airport
Castres-Mazamet Airport,43.55630111694336,2.289180040359497,airport
Toulouse-Lasbordes Airport,43.58610153198242,1.499169945716858,airport
Millau-Larzac Airport,43.98929977416992,3.183000087738037,airport
Graulhet-Montdragon Airport,43.77109909057617,2.0108299255371094,airport
Rodez-Marcillac Airport,44.407901763916016,2.4826700687408447,airport
Ussel-Thalamy Airport,45.534698486328125,2.4238901138305664,airport
Villeneuve-sur-Lot Airport,44.39690017700195,0.7588890194892883,airport
Royan-Médis Airport,45.62810134887695,-0.9725000262260437,airport
Mimizan Airport,44.145928,-1.16432,airport
Aire-sur-l'Adour Airport,43.70940017700195,-0.245278000831604,airport
Montauban Airport,44.025699615478516,1.3780399560928345,airport
Auch-Lamothe Airport,43.687801361083984,0.6016669869422913,airport
Libourne-Artigues-de-Lussac Airport,44.982498,-0.134722,airport
Pamiers-Les Pujols Airport,43.090599060058594,1.69582998752594,airport
Marmande-Virazeil Airport,44.4989013671875,0.20051400363445282,airport
Rochefort-Saint-Agnant (BA 721) Airport,45.88779830932617,-0.9830560088157654,airport
Pontivy Airport,48.05849838256836,-2.92182993888855,airport
Aubigny-sur-Nère Airport,47.480556,2.394167,airport
Guiscriff Scaer Airport,48.0525016784668,-3.664720058441162,airport
Ancenis Airport,47.40810012817383,-1.1775000095367432,airport
Brienne-le-Château Airport,48.4297981262207,4.48222017288208,airport
Colmar-Houssen Airport,48.109901428222656,7.359010219573975,airport
Beaune-Challanges Airport,47.005901,4.89342,airport
Dole-Tavaux Airport,47.042686,5.435061,airport
Joigny Airport,47.9921989440918,3.3922200202941895,airport
Verdun-Le Rozelier Airfield,49.122398,5.46905,airport
Aubenas-Ardèche Méridional Airport,44.5442008972,4.37218999863,airport
Le Puy-Loudes Airport,45.0806999206543,3.762890100479126,airport
Saint-Flour-Coltines Airport,45.07640075683594,2.99360990524292,airport
Bourg-Ceyzériat Airport,46.20090103149414,5.292029857635498,airport
Villefranche-Tarare Airport,45.919983,4.634931,airport
Moulins-Montbeugny Airport,46.53459930419922,3.423719882965088,airport
Saint-Affrique-Belmont Airport,43.823299407958984,2.7452800273895264,airport
Cassagnes-Bégonhès Airport,44.177799224853516,2.515000104904175,airport
Metz-Nancy-Lorraine Airport,48.9821014404,6.25131988525,airport
Bastia-Poretta Airport,42.55270004272461,9.48373031616211,airport
Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,airport
Figari Sud-Corse Airport,41.5005989074707,9.097780227661133,airport
Ajaccio-Napoléon Bonaparte Airport,41.92359924316406,8.8029203414917,airport
Propriano Airport,41.66059875488281,8.889749526977539,airport
Solenzara (BA 126) Air Base,41.924400329589844,9.406000137329102,airport
Corte Airport,42.29359817504883,9.193059921264648,airport
Auxerre-Branches Airport,47.85020065307617,3.497109889984131,airport
Chambéry-Savoie Airport,45.638099670410156,5.880229949951172,airport
Clermont-Ferrand Auvergne Airport,45.7867012024,3.1691699028,airport
Bourges Airport,47.058101654052734,2.3702800273895264,airport
Chambéry-Challes-les-Eaux Airport,45.5611000061,5.975759983060001,airport
Chalon-Champforgeuil Airport,46.82609939575195,4.817629814147949,airport
Annemasse Airport,46.1920013428,6.268390178680001,airport
Lyon Saint-Exupéry Airport,45.7255556,5.0811111,airport
Mâcon-Charnay Airport,46.295101,4.79577,airport
Saint-Yan Airport,46.412498474121094,4.0132598876953125,airport
Roanne-Renaison Airport,46.05830001831055,4.001389980316162,airport
Annecy-Haute-Savoie-Mont Blanc Airport,45.9308333,6.1063889,airport
Grenoble-Isère Airport,45.36289978027344,5.329370021820068,airport
Montluçon-Domérat Airport,46.352501,2.57049,airport
Valence-Chabeuil Airport,44.9216,4.9699,airport
Vichy-Charmeil Airport,46.169700622558594,3.4037399291992188,airport
Aurillac Airport,44.89139938354492,2.4219400882720947,airport
"Châteauroux-Déols \""Marcel Dassault\"" Airport",46.86027778,1.7211111,airport
Lyon-Bron Airport,45.72719955444336,4.944270133972168,airport
Aix-en-Provence (BA 114) Airport,43.5056,5.36778,airport
Le Luc-Le Cannet Airport,43.384700775146484,6.387139797210693,airport
Cannes-Mandelieu Airport,43.54199981689453,6.953479766845703,airport
Saint-Étienne-Bouthéon Airport,45.54059982299805,4.296390056610107,airport
Istres Le Tubé/Istres Air Base (BA 125) Airport,43.522701,4.92384,airport
Carcassonne Airport,43.215999603271484,2.3063199520111084,airport
Marseille Provence Airport,43.439271922,5.22142410278,airport
Nice-Côte d'Azur Airport,43.6584014893,7.215869903560001,airport
Orange-Caritat (BA 115) Air Base,44.140499114990234,4.866720199584961,airport
Perpignan-Rivesaltes (Llabanère) Airport,42.74039840698242,2.8706700801849365,airport
Le Castellet Airport,43.252498626708984,5.785190105438232,airport
Alès-Deaux Airport,44.069698,4.14212,airport
Montpellier-Méditerranée Airport,43.57619857788086,3.96301007270813,airport
Béziers-Vias Airport,43.32350158691406,3.3538999557495117,airport
Avignon-Caumont Airport,43.90729904174805,4.901830196380615,airport
Salon-de-Provence (BA 701) Air Base,43.60639953613281,5.109250068664551,airport
Lézignan-Corbières Airport,43.17580032348633,2.7341699600219727,airport
Mende-Brenoux Airport,44.50210189819336,3.532819986343384,airport
Carpentras Airport,44.02980041503906,5.078060150146484,airport
Avord (BA 702) Air Base,47.053299,2.6325,airport
Paris Beauvais Tillé Airport,49.45439910888672,2.1127800941467285,airport
Châteaudun (BA 279) Air Base,48.058102,1.37662,airport
Saumur-Saint-Florent Airport,47.256802,-0.115142,airport
Évreux-Fauville (BA 105) Air Base,49.02870178222656,1.2198599576950073,airport
Le Havre Octeville Airport,49.53390121459961,0.08805599808692932,airport
Abbeville,50.143501,1.831891,airport
Orléans-Bricy (BA 123) Air Base,47.9878005981,1.7605600357100002,airport
Châlons-Vatry Air Base,48.776100158691406,4.184490203857422,airport
Rouen Airport,49.38420104980469,1.1748000383377075,airport
Tours-Val-de-Loire Airport,47.4322013855,0.727605998516,airport
Cholet Le Pontreau Airport,47.08209991455078,-0.8770639896392822,airport
Laval-Entrammes Airport,48.03139877319336,-0.7429860234260559,airport
Orléans-Saint-Denis-de-l'Hôtel Airport,47.8969,2.16333,airport
Paris-Le Bourget Airport,48.969398498535156,2.441390037536621,airport
Creil Air Base,49.253501892089844,2.5191400051116943,airport
Charles de Gaulle International Airport,49.0127983093,2.54999995232,airport
Coulommiers-Voisins Airport,48.83769989013672,3.016119956970215,airport
Melun-Villaroche Air Base,48.604698181152344,2.6711199283599854,airport
Toussus-le-Noble Airport,48.75189971923828,2.1061899662017822,airport
Paris-Orly Airport,48.7233333,2.3794444,airport
Pontoise - Cormeilles-en-Vexin Airport,49.0966667,2.0408333,airport
Villacoublay-Vélizy (BA 107) Air Base,48.7741667,2.1916667,airport
Reims-Prunay Airport,49.20869827270508,4.156579971313477,airport
Troyes-Barberey Airport,48.32210159301758,4.01669979095459,airport
Lunéville-Croismare Airport,48.593299865722656,6.543459892272949,airport
Étain-Rouvres Air Base,49.226898193359375,5.672220230102539,airport
Autun-Bellevue Airport,46.96730041503906,4.260570049285889,airport
Nevers-Fourchambault Airport,47.002601623535156,3.1133298873901367,airport
Cambrai-Épinoy (BA 103) Air Base,50.221802,3.15424,airport
Maubeuge-Élesmes Airport,50.31050109863281,4.033120155334473,airport
Besançon-La Vèze Airport,47.2066,6.083681,airport
Phalsbourg-Bourscheid Air Base,48.7680556,7205,airport
Lille-Lesquin Airport,50.563332,3.086886,airport
Merville-Calonne Airport,50.61840057373047,2.642240047454834,airport
Charleville-Mézières Airport,49.78390121459961,4.647079944610596,airport
Vesoul-Frotey Airport,47.6376,6.20392,airport
Brest Bretagne Airport,48.447898864746094,-4.418540000915527,airport
Cherbourg-Maupertus Airport,49.65010070800781,-1.4702800512313843,airport
Dinard-Pleurtuit-Saint-Malo Airport,48.58769989013672,-2.0799601078033447,airport
La Baule-Escoublac Airport,47.289398193359375,-2.3463900089263916,airport
Granville Airport,48.88309860229492,-1.564170002937317,airport
Deauville-Saint-Gatien Airport,49.3652992249,0.154305994511,airport
Lorient South Brittany (Bretagne Sud) Airport,47.76060104370117,-3.440000057220459,airport
La Roche-sur-Yon Airport,46.701900482177734,-1.3786300420761108,airport
Landivisiau Air Base,48.53030014038086,-4.151639938354492,airport
Caen-Carpiquet Airport,49.173301696777344,-0.44999998807907104,airport
Lanvéoc-Poulmic Air Base,48.281700134277344,-4.4450201988220215,airport
Le Mans-Arnage Airport,47.94860076904297,0.20166699588298798,airport
Rennes-Saint-Jacques Airport,48.069499969499994,-1.73478996754,airport
Lannion-Côte de Granit Airport,48.754398345947266,-3.4716598987579346,airport
Quimper-Cornouaille Airport,47.974998474121094,-4.167789936065674,airport
Nantes Atlantique Airport,47.153198242200006,-1.61073005199,airport
Saint-Brieuc-Armor Airport,48.5378,-2.85444,airport
Morlaix-Ploujean Airport,48.6031990051,-3.81577992439,airport
Vannes-Meucon Airport,47.72330093383789,-2.718559980392456,airport
Saint-Nazaire-Montoir Airport,47.3105556,-2.1566667,airport
EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.5291667,airport
Colmar-Meyenheim Air Base,47.922000885,7.39967012405,airport
Dijon-Bourgogne Airport,47.268901825,5.09000015259,airport
Metz-Frescaty (BA 128) Air Base,49.07170104980469,6.131669998168945,airport
Épinal-Mirecourt Airport,48.32500076293945,6.069980144500732,airport
Haguenau Airport,48.7943000793,7.81760978699,airport
Saint-Dizier-Robinson (BA 113) Air Base,48.63600158691406,4.899419784545898,airport
Montbéliard-Courcelles Airfield,47487,6.79054,airport
Nancy-Essey Airport,48.692100524902344,6.230460166931152,airport
Nancy-Ochey (BA 133) Air Base,48.583099365234375,5.954999923706055,airport
Pontarlier Airport,46.90399932861328,6.3273701667785645,airport
Reims-Champagne (BA 112) Air Base,49.310001,4.05,airport
Strasbourg Airport,48.538299560546875,7.628230094909668,airport
Luxeuil-Saint-Sauveur (BA 116) Air Base,47.7830556,6.36416667,airport
Cuers-Pierrefeu Airport,43.247798919677734,6.126699924468994,airport
Toulon-Hyères Airport,43.0973014832,6.14602994919,airport
Nîmes-Arles-Camargue Airport,43.75740051269531,4.4163498878479,airport
Miquelon Airport,47.095500946,-56.3802986145,airport
St Pierre Airport,46.762901306152344,-56.173099517822266,airport
Ambérieu Air Base (BA 278),45.987301,5.32844,airport
Damblain Airport,48.086299896240234,5.664060115814209,airport
Andravida Air Base,37.9207,21.292601,airport
Agrinion Air Base,38.602001,21.3512001,airport
Dimokritos Airport,40.855899810791016,25.956300735473633,airport
Alexandria Airport,40.651100158691406,22.48870086669922,airport
Nea Anchialos Airport,39.219600677490234,22.794300079345703,airport
Elefsis Airport,38.06380081176758,23.555999755859375,airport
Chios Island National Airport,38.34320068359375,26.140600204467773,airport
Ioannina Airport,39.6963996887207,20.822500228881836,airport
Heraklion International Nikos Kazantzakis Airport,35.3396987915,25.180299758900002,airport
Kastoria National Airport,40.4463005066,21.2821998596,airport
Kithira Airport,36.2742996216,23.0170001984,airport
Kefallinia Airport,38.12009811401367,20.500499725341797,airport
Kalamata Airport,37.06829833984375,22.02549934387207,airport
Amigdhaleon Airport,40.972801208496094,24.341400146484375,airport
Kos Airport,36.79330062866211,27.091699600219727,airport
Karpathos Airport,35.4213981628418,27.145999908447266,airport
Ioannis Kapodistrias International Airport,39.601898193359375,19.911699295043945,airport
Kasos Airport,35.4213981628,26.909999847399998,airport
Alexander the Great International Airport,40.913299560546875,24.619199752807617,airport
Filippos Airport,40.28609848022461,21.84079933166504,airport
Leros Airport,37.184898376499994,26.8003005981,airport
Limnos Airport,39.917098999,25.236299514799995,airport
Larisa Airport,39.650253,22.4655,airport
Megara Airport,37.98109817504883,23.365400314331055,airport
Mikonos Airport,37.43510055541992,25.348100662231445,airport
Mytilene International Airport,39.0567016602,26.5983009338,airport
Aktion National Airport,38.925498962402344,20.765300750732422,airport
Maritsa Airport,36.38309860229492,28.10890007019043,airport
Diagoras Airport,36.405399322509766,28.086200714111328,airport
Araxos Airport,38.1511,21.4256,airport
Chania International Airport,35.531700134277344,24.149700164794922,airport
Skiathos Island National Airport,39.177101135253906,23.503700256347656,airport
Samos Airport,37.689998626708984,26.911699295043945,airport
Sparti Airport,36.973899841308594,22.52630043029785,airport
Santorini Airport,36.399200439453125,25.479299545288086,airport
Sitia Airport,35.21609878540039,26.101299285888672,airport
Stefanovikion Air Base,39.48,22.7672,airport
Skiros Airport,38.9676017761,24.4871997833,airport
Tanagra Air Base,38.339802,23.565001,airport
Kasteli Airport,35.19200134277344,25.32699966430664,airport
Tripolis Airport,37.530601501464844,22.403600692749023,airport
Thessaloniki Macedonia International Airport,40.51969909667969,22.97089958190918,airport
Tatoi Airport,38.1088981628418,23.78380012512207,airport
Dionysios Solomos Airport,37.75090026855469,20.884300231933594,airport
Budapest Ferenc Liszt International Airport,47.436901092499994,19.255599975599996,airport
Debrecen International Airport,47.48889923095703,21.615299224853516,airport
Kecskemét Airport,46.91749954223633,19.74920082092285,airport
Nyíregyháza Airport,47.9838981628418,21.69230079650879,airport
Őcsény Airport,46.30390167236328,18.76919937133789,airport
Szentkirályszabadja Airport,47.07789993286133,17.968399047851562,airport
Szolnok Airport,47.122897,20.2355,airport
Amendola Air Base,41.541401,15.7181,airport
Crotone Airport,38.9972,17.0802,airport
Bari Karol Wojtyła Airport,41.138901,16.760599,airport
"Foggia \""Gino Lisa\"" Airport",41.432899,15535,airport
"Taranto-Grottaglie \""Marcello Arlotta\"" Airport",40.517502,17.4032,airport
Lecce Galatina Air Base,40.239201,18.133301,airport
Pescara International Airport,42.431702,14.1811,airport
Brindisi – Salento Airport,40.6576,17.947001,airport
Gioia Del Colle Air Base,40.767799,16.9333,airport
Lamezia Terme Airport,38.905399,16.2423,airport
Catania-Fontanarossa Airport,37.466801,15.0664,airport
Lampedusa Airport,35.497898,12.6181,airport
Pantelleria Airport,36.816502,11.9689,airport
Falcone–Borsellino Airport,38.175999,13091,airport
Palermo-Boccadifalco Airport,38.110802,13.3133,airport
Reggio Calabria Airport,38.071201,15.6516,airport
Vincenzo Florio Airport Trapani-Birgi,37.9114,12488,airport
Sigonella Navy Air Base,37.401699,14.9224,airport
Alghero-Fertilia Airport,40.632099,8.29077,airport
Decimomannu Air Base,39.354198,8.97248,airport
Cagliari Elmas Airport,39.251499,9.05428,airport
Olbia Costa Smeralda Airport,40.898701,9.51763,airport
Tortolì Airport,39.9188,9.68298,airport
Torino-Aeritalia Airport,45.086399,7.60337,airport
Milano-Bresso Airport,45.542198,9.20333,airport
Malpensa International Airport,45.6306,8.72811,airport
Il Caravaggio International Airport,45.673901,9.70417,airport
Turin Airport,45.200802,7.64963,airport
Villanova D'Albenga International Airport,44.050598,8.12743,airport
Genoa Cristoforo Colombo Airport,44.4133,8.8375,airport
Milano Linate Airport,45.445099,9.27674,airport
Cameri Air Base [MIL],45.529598,8.66922,airport
Parma Airport,44.824501,10.2964,airport
Piacenza San Damiano Air Base,44.913101,9.723323,airport
Cuneo International Airport,44.547001,7.62322,airport
Aviano Air Base,46.031898,12.596503,airport
Bolzano Airport,46.460201,11.3264,airport
Cervia Air Base,44.224201,12.3072,airport
Bologna Guglielmo Marconi Airport,44.5354,11.2887,airport
Treviso-Sant'Angelo Airport,45.648399,12.1944,airport
Rivolto Air Base,45.978699,13.0493,airport
Forlì Airport,44.194801,12.0701,airport
Ghedi Air Base,45.432201,10.2677,airport
Verona-Boscomantico Airport,45472,10.9279,airport
Brescia Airport,45.428902,10.3306,airport
Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,airport
Federico Fellini International Airport,44.020302,12.6117,airport
Istrana Air Base,45.684898,12.0829,airport
Vicenza Airport,45.573399,11.5295,airport
Padova Airport,45.395802,11.8479,airport
Verona Villafranca Airport,45.395699,10.8885,airport
Venice Marco Polo Airport,45.505299,12.3519,airport
Siena-Ampugnano Airport,43.256302,11255,airport
Ciampino–G. B. Pastine International Airport,41.7994,12.5949,airport
Pratica Di Mare Air Base,41.654499,12.4452,airport
Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,airport
Guidonia Air Base,41.990299,12.7408,airport
Marina Di Campo Airport,42.7603,10.2394,airport
Latina Air Base,41.5424,12909,airport
Grazzanise Airport,41.060799,14.0819,airport
Naples International Airport,40.886002,14.2908,airport
Pisa International Airport,43.683899,10.3927,airport
Peretola Airport,43.810001,11.2051,airport
Grosseto Air Base,42.759701,11.0719,airport
Urbe Airport,41.9519,12.4989,airport
Viterbo Airport,42.430199,12.0642,airport
Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,airport
Cerklje Airport,45.900001525879,15.530200004578,airport
Ljubljana Jože Pučnik Airport,46.223701,14.4576,airport
Maribor Airport,46.47990036010742,15.686100006103516,airport
